005000.jpg,皖ABD063,0.9999993,0.99999976,0.9999094,0.99998176,0.999997,0.99999213,0.9999993
004999.jpg,皖A663W9,0.9999995,0.78371257,0.999828,0.9991591,0.99998415,0.9999995,0.9999933
004998.jpg,皖ANY710,1.0,0.9999999,0.99999976,0.99993944,0.9999951,0.9999989,0.9999126
004997.jpg,皖AR562Y,0.99999654,0.99999833,0.99997437,0.9998878,0.9999666,0.9995902,0.99999917
004996.jpg,皖A39P61,0.9999958,1.0,0.9999802,0.9999969,0.9999964,0.99856216,0.9999933
004995.jpg,皖A977B1,0.9999988,0.7257882,0.999946,0.99997306,0.99999833,0.99995697,0.99995184
004994.jpg,皖A76P91,0.9999999,1.0,0.99985456,0.9999969,0.9999802,0.99997115,0.99999106
004993.jpg,皖AMG480,0.99998,0.9999999,0.9999999,0.9999958,0.999084,0.9999366,0.97915983
004992.jpg,皖AYB726,1.0,1.0,0.999984,0.9999423,0.9999908,0.9999989,0.9999994
004991.jpg,皖A41476,0.99998724,0.9999608,0.99994695,0.998719,0.99997675,0.9947667,0.99992573
004990.jpg,皖A13N88,0.99999964,0.9999999,0.99996877,0.9999839,0.9999943,0.9999901,0.99994373
004989.jpg,皖A34T77,0.9999801,1.0,0.99990916,0.9999999,0.98947245,0.97254723,0.999949
004988.jpg,皖AW526N,0.9999933,0.999998,0.9999924,0.9997243,0.9999701,0.9998324,0.99999905
004987.jpg,皖AX636M,1.0,1.0,0.99999964,0.99999845,0.9999945,0.99998677,0.99999964
004986.jpg,皖AB0C32,1.0,1.0,0.99840075,0.9731618,0.99955064,0.9602053,0.9998031
004985.jpg,皖AB625F,1.0,1.0,0.9993218,0.9999112,0.99998295,0.9997789,0.99928975
004984.jpg,皖AH124T,0.9999995,0.9999999,0.9998914,0.7359143,0.9999989,0.9999012,0.9970336
004983.jpg,皖AT177S,0.99999845,1.0,0.9999846,0.99986494,0.99999785,0.9999987,0.9999987
004982.jpg,皖AZ816R,0.9999975,0.9999999,0.99851185,0.99975485,0.9901848,0.9998129,0.9902901
004981.jpg,皖A1K203,0.99996006,0.9999999,0.9999857,0.9999893,0.9999975,0.99997187,0.9997111
004980.jpg,皖A680A9,0.9999999,0.99999595,0.9999999,0.99999905,0.99999905,0.9998267,0.9999956
004979.jpg,津QU1683,0.971881,0.99999344,0.99996495,0.9999919,0.9836346,0.99948704,0.9997379
004978.jpg,皖NTX899,1.0,0.7473468,0.8117045,0.99993074,0.9998801,0.9721335,0.99995506
004977.jpg,浙AU8F30,0.9998487,0.99991095,0.9999987,0.99996626,1.0,0.99985397,0.999915
004976.jpg,皖A7J809,0.9999999,1.0,0.99999404,1.0,0.9999391,0.9998982,0.999992
004975.jpg,渝ADP422,0.9981521,1.0,0.9999982,0.99999654,0.99999654,0.99977225,0.99991226
004974.jpg,皖APH723,0.9947919,1.0,0.9999943,0.9972161,0.99999547,0.9999968,0.9999778
004973.jpg,皖A8G699,0.9999796,0.999984,0.99965763,0.9981096,0.99981564,0.99998486,1.0
004972.jpg,皖ARL988,0.99999976,1.0,0.9998068,0.9923489,0.99999654,0.9999944,0.999962
004971.jpg,皖AP6Z85,0.9999999,0.9999974,0.9999987,0.9998368,0.9999887,0.99998736,0.9999957
004970.jpg,皖AXZ030,0.9999999,1.0,0.9999906,0.9999876,0.9998319,0.99999905,0.9999541
004969.jpg,皖ABM037,0.99999905,0.9999238,0.99998677,0.99909055,0.9998894,0.99997413,0.99998415
004968.jpg,皖ATS996,0.99950814,1.0,0.9999995,0.9999976,0.99228525,1.0,0.99999964
004967.jpg,皖ASQ858,0.9999987,0.9999989,0.9999845,0.9998932,0.9999968,0.9999639,0.8497897
004966.jpg,皖AV1496,0.9999994,0.99999344,0.9999012,0.999798,0.99999106,0.9997322,0.99981207
004965.jpg,皖A507S8,0.9999987,1.0,0.99996054,0.9999639,0.99996006,0.9999957,0.999998
004964.jpg,皖AE6Y99,0.9999987,1.0,0.99999785,0.9999938,0.9999901,0.99945444,0.9999969
004963.jpg,皖AY720V,0.99999976,0.99997747,0.99997735,0.99948716,0.9998067,0.99968815,0.9999385
004962.jpg,皖ALE345,1.0,1.0,0.99999607,0.9999925,0.99999845,1.0,0.99999917
004961.jpg,皖AWV762,0.9999982,0.9999999,0.68114763,0.99776244,0.999729,0.9999684,0.99999416
004960.jpg,皖AQZ210,0.9999964,0.9999999,0.9999598,0.9912383,0.999936,0.99999654,0.9999924
004959.jpg,皖AG225,0.90612125,0.9799145,0.97727865,0.87832576,0.5872501,0.99998665
004958.jpg,皖AS289V,0.9999999,1.0,0.99999976,0.99998176,0.99997854,0.9999994,0.9962365
004957.jpg,皖AU993T,0.99999976,1.0,0.99999976,0.99997437,0.99998724,0.9999999,0.99999714
004956.jpg,皖AB6U16,0.999941,0.99999785,0.9963749,0.99999964,0.99980503,0.69810635,0.9999999
004955.jpg,皖KE066L,0.9999291,0.9999584,0.9999989,0.99998534,0.99999976,0.9999695,0.99998355
004954.jpg,皖AF7K96,1.0,1.0,0.9999968,0.9999987,0.9999982,0.9999429,0.99989355
004953.jpg,皖A44054,0.99999964,1.0,0.99272585,0.9999422,0.99971324,0.99983096,0.99999857
004952.jpg,皖AW9A99,0.99999964,1.0,1.0,0.99996614,0.9997944,0.9999187,0.99982136
004951.jpg,皖ARR155,0.99999905,1.0,0.9999788,0.99999714,0.9999913,0.99999654,0.6927722
004950.jpg,皖AW9Z56,1.0,0.99999976,0.9999993,0.9978861,0.9997081,0.99995697,0.99999714
004949.jpg,皖AJ130C,0.99999154,1.0,1.0,0.9999876,0.9999858,0.99997747,0.99999857
004948.jpg,湘ARL982,0.633037,0.99987745,0.99997044,0.9999999,0.9999825,0.9998221,0.99909675
004947.jpg,苏E220AX,0.9992461,0.9997607,0.9980281,0.99755114,0.99977845,0.9933961,0.99942577
004946.jpg,皖A06B33,0.99999905,0.9999765,0.99987566,0.9999101,0.99975854,0.99960905,0.99999547
004945.jpg,皖A258Z9,0.9999925,0.9999863,0.9999186,0.9999691,0.99996066,0.9473047,0.99993205
004944.jpg,皖AU0194,0.99999917,0.99999845,0.99999905,0.9999945,0.9999957,0.99978846,0.99998355
004943.jpg,皖AE7008,0.9999453,0.99999905,0.99997187,0.99983525,0.9995316,0.9986773,0.99921525
004942.jpg,皖AH9X65,0.9999999,1.0,0.99997985,0.9998679,0.9999963,0.99990964,0.99975497
004941.jpg,皖AS086S,0.9999999,0.9564597,1.0,0.99999833,0.99999857,0.99999976,0.99993634
004940.jpg,皖AJF827,0.9999721,1.0,0.9999999,0.99999917,0.99997115,0.9998758,0.9993197
004939.jpg,皖AJ632W,0.9999995,0.9999999,0.9999994,0.99990773,0.9999938,0.9999802,0.9999907
004938.jpg,皖AH161C,1.0,1.0,0.9987281,0.99998975,0.9999932,0.9999974,0.99995756
004937.jpg,皖AA572W,0.99999976,0.9999951,0.99999785,0.99999654,0.9999727,0.99999976,0.99998915
004936.jpg,皖A82N22,0.9996526,0.9976,0.9997012,0.99969304,0.9998896,0.9993963,0.99996126
004935.jpg,皖A74V66,0.9999281,1.0,0.89088625,0.9999989,0.9999999,0.9958864,0.9999918
004934.jpg,皖C22990,1.0,0.9998652,0.9999702,0.9999032,0.9992167,0.9999894,0.99979836
004933.jpg,皖A93567,1.0,1.0,0.9998927,0.999998,1.0,0.99998057,0.9999467
004932.jpg,皖A97X76,0.9999999,1.0,0.9998447,0.99997556,0.99998116,0.9999999,1.0
004931.jpg,皖AG8L21,0.99999964,0.99999976,0.9999995,0.99997246,0.9999926,0.99999785,0.9999442
004930.jpg,皖AJ7469,0.999956,0.9999999,1.0,0.9999951,0.9999963,0.9999758,0.9998547
004929.jpg,皖A84N00,0.9999995,1.0,0.99951494,0.99977595,0.9999975,0.5890255,0.99860173
